,region,council,date_issued,council_ref,location_all,location_street,location_suburb,location_area,legal_description, consent_value ,description
58417,Christchurch,Christchurch,11-Apr-16,BCN/2016/2731,1 Newmark Street Bishopdale  Christchurch,1 Newmark Street,Bishopdale,,Lot 883 DP 22942,"$8,500.00 ",alteration to dwelling - installation of a tropicair duo freestanding dry woodburner cac163595
58418,Christchurch,Christchurch,11-Apr-16,BCN/2016/2726,5 Baladin Street Avondale  Christchurch,5 Baladin Street,Avondale,,Lot 2 DP 49268,"$5,200.00 ",alteration to dwelling - installation of a  woodsman tarras dry mk iii freestanding dry wood burner cac 143492
58419,Christchurch,Christchurch,11-Apr-16,BCN/2016/2833,45 Thames Street St Albans  Christchurch,45 Thames Street,St Albans,,Lot 6 DP 10295,"$5,000.00 ","alteration to dwelling - installation of woodsman totara, insert dry woodburner cac110220"
58420,Christchurch,Christchurch,11-Apr-16,BCN/2016/2832,3 Oakland Street Papanui  Christchurch,3 Oakland Street,Papanui,,Lot 61 DP 17738,"$5,000.00 ","alteration to dwelling - installation of woodsman totara, insert dry woodburner cac110220"
58421,Christchurch,Christchurch,11-Apr-16,BCN/2016/2831,40 Oakland Street Papanui  Christchurch,40 Oakland Street,Papanui,,Lot 7 DP 19437,"$5,000.00 ","alteration to dwelling - installation of woodsman totara, insert dry woodburner cac110220"
58422,Christchurch,Christchurch,11-Apr-16,BCN/2016/2257,46 Office Road Merivale  Christchurch,46 Office Road,Merivale,,Pt Lot 6 DP 2074,"$5,000.00 ","alteration to dwelling - installation of yunca wegj 2000 (sub 1.0), freestanding dry woodburner cac130432"
58423,Christchurch,Christchurch,11-Apr-16,BCN/2016/2829,24 Oakland Street Papanui  Christchurch,24 Oakland Street,Papanui,,Lot 114 DP 17738,"$5,000.00 ","alteration to dwelling - installation of woodsman totara, insert dry woodburner cac110220"
58424,Christchurch,Christchurch,11-Apr-16,BCN/2016/2724,41 Bellbrook Crescent Shirley  Christchurch,41 Bellbrook Crescent,Shirley,,Lot 343 DP 21010,"$5,000.00 ","alteration to dwelling - installation of woodsman totara, insert dry woodburner cac110220"
58425,Christchurch,Christchurch,11-Apr-16,BCN/2016/2723,23 O'Halloran Drive Halswell  Christchurch,23 O'Halloran Drive,Halswell,,Lot 21 DP 39133,"$5,000.00 ",alteration to dwelling - installation of woodsman matai ecr novo dry freestanding woodburner - cac153733
58426,Christchurch,Christchurch,11-Apr-16,BCN/2016/2828,23 Hollyford Avenue Bryndwr  Christchurch,23 Hollyford Avenue,Bryndwr,,Lot 236 DP 19548,"$5,000.00 ","alteration to dwelling - installation of woodsman totara, insert dry woodburner cac110220"
58427,Christchurch,Christchurch,11-Apr-16,BCN/2016/2827,10 Christian Street Bryndwr  Christchurch,10 Christian Street,Bryndwr,,Lot 2 DP 19209,"$5,000.00 ",alteration to dwelling - installation of woodsman totara dry insert woodburner - cac110220
58428,Christchurch,Christchurch,11-Apr-16,BCN/2016/2830,3 Newall Avenue Bryndwr  Christchurch,3 Newall Avenue,Bryndwr,,Lot 21 DP 15123,"$5,000.00 ","alteration to dwelling - installation of woodsman totara, insert dry woodburner cac110220"
58429,Christchurch,Christchurch,11-Apr-16,BCN/2016/2664,17 Broadfell Avenue Avonhead  Christchurch,17 Broadfell Avenue,Avonhead,,Lot 6 DP 34772,"$4,500.00 ",alteration to dwelling - installation of a masport osburn 1600 mk ii freestanding wetback woodburner  cac111500
58430,Christchurch,Christchurch,11-Apr-16,BCN/2016/2729,6 Kotuku Crescent Woolston  Christchurch,6 Kotuku Crescent,Woolston,,Lot 174 DP 79332,"$4,500.00 ",alteration to dwelling - installation of woodsman blaze secondhand dry freestanding woodburner - cac082947
58431,Christchurch,Christchurch,11-Apr-16,BCN/2016/2709,4 Greta Place Hoon Hay  Christchurch,4 Greta Place,Hoon Hay,,Lot 22 DP 22716,"$4,500.00 ","alteration to dwelling - installation of a masport le4000 provincial, inbuilt dry woodburner cac071591"
58432,Christchurch,Christchurch,11-Apr-16,BCN/2016/2738,216 Ilam Road Ilam  Christchurch,216 Ilam Road,Ilam,,Lot 2 DP 14908,"$4,200.00 ",alteration to dwelling - installation of a tropicair kowhai  mk iii freestanding dry woodburner  cac090722
58433,Christchurch,Christchurch,11-Apr-16,BCN/2016/2740,63 Heyders Road Spencerville  Christchurch,63 Heyders Road,Spencerville,,Lot 10 DP 11576,"$4,000.00 ",alteration to dwelling - installation of woodsman tasman mkii freestanding woodburner wetback cac142899
58434,Christchurch,Christchurch,11-Apr-16,BCN/2016/2758,30 Clark Street Sumner  Christchurch,30 Clark Street,Sumner,,Lot 19 DP 3778,"$4,000.00 ","alteration to dwelling - installation of masport r5000, freestanding dry woodburner cac131295"
58435,Christchurch,Christchurch,11-Apr-16,BCN/2016/2742,9 Tekoa Place Hoon Hay  Christchurch,9 Tekoa Place,Hoon Hay,,Lot 14 DP 21056,"$4,000.00 ",alteration to dwelling - installation of a metro r1  freestanding dry wood burner cac134103
58436,Christchurch,Christchurch,11-Apr-16,BCN/2016/2477,33 Moreland Avenue Papanui  Christchurch,33 Moreland Avenue,Papanui,,Lot 52 DP 15820,"$4,000.00 ","alteration to dwelling - installation of masport bannockburn i2000, insert dry woodburner cac154102"
58437,Christchurch,Christchurch,11-Apr-16,BCN/2016/2473,1/32A Bryndwr Road Fendalton  Christchurch,1/32A Bryndwr Road,Fendalton,,Flat 1 DP 61683 on Lot 5 DP 12820 having share in 1277 m2,"$4,000.00 ","alteration to dwelling - installation of woodsman tarras mkiii, freestanding dry woodburner cac143492"
58438,Christchurch,Christchurch,11-Apr-16,BCN/2016/2793,39 Carlsen Street Burwood  Christchurch,39 Carlsen Street,Burwood,,Lot 25 DP 16657,"$3,000.00 ",alteration to dwelling - installation of woodsman brunner mk ii freestanding dry woodburner cac 142896
58439,Christchurch,Christchurch,11-Apr-16,BCN/2016/2807,26B Settlers Hill Akaroa  Christchurch,26B Settlers Hill,Akaroa,,Flat 2 DP 60936 on Lot 16 DP 44301 having share in 1597 m2,"$3,000.00 ",alteration to dwelling - installation of woodsman tarras mkiii freestanding dry woodburner cac# 143492
58440,Christchurch,Christchurch,11-Apr-16,BCN/2016/2431,25 Blake Street South New Brighton  Christchurch,25 Blake Street,South New Brighton,,Pt Lot 52 DP 829,"$2,500.00 ","alteration to dwelling - installation of woodsman ecr novo, freestanding dry woodburner cac153733"
58441,Christchurch,Christchurch,11-Apr-16,BCN/2016/2590,252 Breezes Road Wainoni  Christchurch,252 Breezes Road,Wainoni,,Flat 1 DP 59772 on Lot 12 DP 7971 having share in 1012 m2,$100.00 ,"alteration to dwelling - installations of woodsman ecr novo, freestanding dry woodburner cac153733"
58443,Christchurch,Christchurch,11-Apr-16,BCN/2015/9919/A,89 Landsdowne Terrace Cashmere  Christchurch,89 Landsdowne Terrace,Cashmere,,Lot 11 DP 29479,$100.00 ,"amendment 1 - change of fire, installation of a tropicair duo uleb freestanding dry woodburner - cac 164316"
58445,Christchurch,Christchurch,11-Apr-16,BCN/2016/2753,30 Draper Street Richmond  Christchurch,30 Draper Street,Richmond,,Pt RS 41 Canterbury Dist,$100.00 ,alteration to dwelling - installation of a tropicair duo uleb freestanding dry woodburner - cac 163595
58460,Christchurch,Timaru,11-Apr-16,00000309  2016,245 Pages Road Timaru 7910  Timaru,245 Pages Road,Timaru 7910,,Lot: 1 DP: 301722,"$2,500.00 ",install masport le4000 inbuilt woodburner
58461,Christchurch,Timaru,11-Apr-16,00000324  2016,192 Rocky Hundreds Road RD 2 Timaru 7972  Timaru,192 Rocky Hundreds Road,RD 2 Timaru 7972,,Lot: 2 DP: 17212,"$2,500.00 ",install metro eco tiny ped freestanding woodburner
58462,Christchurch,Timaru,11-Apr-16,00000314  2016,247 Greenvale Road RD 21 Geraldine 7991  Timaru,247 Greenvale Road,RD 21 Geraldine 7991,,Lot: 2 DP: 351655,"$2,500.00 ",install woodsman flare freestanding woodburner
58463,Christchurch,Timaru,11-Apr-16,00000326  2016,3 Hurdley Street Timaru 7910  Timaru,3 Hurdley Street,Timaru 7910,,LOT: 31 DP: 2365,"$2,500.00 ",install woodsman tasman mkii wetback freestanding woodburner
58464,Christchurch,Timaru,11-Apr-16,00000328  2016,10 Rugby Street Timaru 7910  Timaru,10 Rugby Street,Timaru 7910,,Lot: 1 DP: 11267,"$2,500.00 ",install masport bannockburn i2000 inbuilt woodburner
58465,Christchurch,Timaru,11-Apr-16,00000308  2016,155 Otipua Road Timaru 7910  Timaru,155 Otipua Road,Timaru 7910,,LOT: 13 DP: 2293,"$2,500.00 ",install metro eco xtreme rad freestanding woodburner
58466,Christchurch,Timaru,11-Apr-16,00000330  2016,95A King Street Timaru 7910  Timaru,95A King Street,Timaru 7910,,LOT: 2 DP: 17445,"$2,500.00 ",install masport bannockburn i2000 inbuilt woodburner
58467,Christchurch,Timaru,11-Apr-16,00000332  2016,2A Cameron Street Timaru 7910  Timaru,2A Cameron Street,Timaru 7910,,LOT: 2 DP: 7833,"$2,500.00 ",install masport bannockburn i2000 inbuilt woodburner
58476,Christchurch,Waitaki,11-Apr-16,2016-3203-1,"3075 Herbert-Hampden Rd, Herbert-Hampden   Waitaki","3075 Herbert-Hampden Rd, Herbert-Hampden",,,,"$3,600.00 ",installation of a woodsman tarras mk ill free-standing woodburner withwet-back
58482,Southland,Gore,12-Apr-16,208604-1,83 Robertson Street   Gore,83 Robertson Street,,,,"$2,800.00 ",new masport woodfire
58495,Christchurch,Ashburton,12-Apr-16,BC0120/16,164 Allens Road Ashburton   Ashburton,164 Allens Road Ashburton,,,,"$496,500.00 ",domestic dwelling with attached garage & gas logfire
58497,Christchurch,Ashburton,12-Apr-16,BC0262/16,89 Somerton Road Ashburton District   Ashburton,89 Somerton Road Ashburton District,,,,"$4,500.00 ",install a f/s firenzo contessa logfire  in an alcove.
58498,Christchurch,Ashburton,12-Apr-16,BC0267/16,52 Melcombe Street Tinwald   Ashburton,52 Melcombe Street Tinwald,,,,"$3,950.00 ",install a f/s masport r5000 p logfire.
58499,Christchurch,Ashburton,12-Apr-16,BC0265/16,58 Dromore Station Road Ashburton District   Ashburton,58 Dromore Station Road Ashburton District,,,,"$2,500.00 ",install a f/s metro xtreme ltd logfire.
58500,Christchurch,Ashburton,12-Apr-16,BC0261/16,4 Clark Street Ashburton   Ashburton,4 Clark Street Ashburton,,,,"$2,499.00 ",install a f/s masport r5000 logfire
58501,Christchurch,Ashburton,12-Apr-16,BC0263/16,100 Pudding Hill Road Ashburton District   Ashburton,100 Pudding Hill Road Ashburton District,,,,"$1,500.00 ",install a f/s metro eco tiny ped logfire.
58521,Christchurch,Christchurch,12-Apr-16,BCN/2016/2389,1/5 Donegal Street Belfast  Christchurch,1/5 Donegal Street,Belfast,,Flat 1 DP 58899 on Lot 69 DP 716 having share in 1012 m2,"$5,000.00 ","alteration to dwelling - installation of masport r1500, freestanding dry woodburner cac121119"
58522,Christchurch,Christchurch,12-Apr-16,BCN/2016/1524,146 Fisher Avenue Beckenham  Christchurch,146 Fisher Avenue,Beckenham,,Lot 145 DP 1696,"$5,000.00 ",alteration to dwelling - installation of masport osburn 1600 dry freestanding woodburner - cac090550
58523,Christchurch,Christchurch,12-Apr-16,BCN/2016/2662,66 Main Road Governors Bay  Christchurch,66 Main Road,Governors Bay,,Lot 1 DP 4859,"$4,500.00 ",alteration to dwelling - installation of a masport mackenzie r10000 freestanding dry wood burner  cac143970
58524,Christchurch,Christchurch,12-Apr-16,BCN/2016/2826,3 Astor Place Wentworth Park  Christchurch,3 Astor Place,Wentworth Park,,Lot 9 DP 62482,"$4,500.00 ",alteration to dwelling - installation of masport f3000 dry freestanding woodburner - cac092856
58525,Christchurch,Christchurch,12-Apr-16,BCN/2016/2705,17 Frankleigh Street Spreydon  Christchurch,17 Frankleigh Street,Spreydon,,Lot 1 DP 44966,"$4,000.00 ",alteration to dwelling - installation of a woodsman tasman dry mk ii freestanding dry woodburner cac 142898
58526,Christchurch,Christchurch,12-Apr-16,BCN/2016/2703,138 Knowles Street St Albans  Christchurch,138 Knowles Street,St Albans,,Lot 47 DP 3853,"$4,000.00 ",alteration to dwelling - installation of masport r1500 dry freestanding woodburner - cac121119
58527,Christchurch,Christchurch,12-Apr-16,BCN/2016/2707,70 Cottonwood Street Queenspark  Christchurch,70 Cottonwood Street,Queenspark,,Lot 95 DP 29845,"$4,000.00 ",alteration to dwelling - installation of a masport r1500 freestanding dry woodburner cac121119
58528,Christchurch,Christchurch,12-Apr-16,BCN/2016/2815,20 Arkwright Place Oaklands  Christchurch,20 Arkwright Place,Oaklands,,Lot 82 DP 50593,"$1,507.00 ",alteration to dwelling - installation of masport r5000 freestanding dry woodburner cac 131295
58529,Christchurch,Christchurch,12-Apr-16,BCN/2014/5978/A,6 Woodbridge Road Cashmere  Christchurch,6 Woodbridge Road,Cashmere,,Lot 40 DP 2049,$100.00 ,"amendment 1 - change to boundary setback, and correction of inconsistencies in the original consent regarding cladding type and wood burner to be installed."
58537,Christchurch,Christchurch,12-Apr-16,BCN/2015/2327/A,335 Kainga Road Brooklands  Christchurch,335 Kainga Road,Brooklands,,Pt RS 14143 Canterbury Dist,$100.00 ,amendment 1 - change fire location and model to woodsman brunner mk ii freestanding dry woodburner - cac 142896
58543,Christchurch,Timaru,12-Apr-16,00000331  2016,29 King Street Pareora 7912  Timaru,29 King Street,Pareora 7912,,Lot: 6 DP: 2653,"$2,500.00 ",install woodsman tarras mkiii freestanding woodburner
58544,Christchurch,Waimakariri,12-Apr-16,BC160166,42 Gressons Road Waikuku  Waimakariri,42 Gressons Road,Waikuku,,LOT 12 DP 429953,"$43,000.00 ",pole shed/garage/workshop with log burner
58547,Christchurch,Waimakariri,12-Apr-16,BC160343,357 Woodstock Road Oxford  Waimakariri,357 Woodstock Road,Oxford,,Lots 4-6 Pt 3 7 DP 3368 Lot 1 DP 4417,"$3,000.00 ",woodsman  freestanding log burner
58590,Christchurch,Christchurch,13-Apr-16,BCN/2016/2837,31 Oakland Street Papanui  Christchurch,31 Oakland Street,Papanui,,Lot 2 DP 19437,"$5,000.00 ","alteration to dwelling - installation of woodsman totara, insert dry woodburner cac110220"
58591,Christchurch,Christchurch,13-Apr-16,BCN/2016/1945,33 Winsor Crescent Spreydon  Christchurch,33 Winsor Crescent,Spreydon,,Lot 45 DP 14951,"$5,000.00 ","alteration to dwelling - installation of tropicair duo (uleb), freestanding dry woodburner cac164316"
58610,Christchurch,Waimakariri,13-Apr-16,BC151605,2 Kynnersley Street Kaiapoi  Waimakariri,2 Kynnersley Street,Kaiapoi,,LOT 2 DP 27105,"$3,000.00 ",woodsman  freestanding log burner
58611,Christchurch,Waimakariri,13-Apr-16,BC160339,45 Bairds Road Sefton  Waimakariri,45 Bairds Road,Sefton,,LOT 2 DP 62622 BLK III RANGIORA SD PREVIOUSLY ASSESSED AT 21 440/061/00,"$3,000.00 ",metro   freestanding log burner
58612,Christchurch,Waimakariri,13-Apr-16,BC160335,49 Sneyd Street Kaiapoi  Waimakariri,49 Sneyd Street,Kaiapoi,,LOT 8 D P 23233,"$3,000.00 ",woodsman  inbuilt log burner
58613,Christchurch,Waimakariri,13-Apr-16,BC160341,136 Forestry Road Ashley  Waimakariri,136 Forestry Road,Ashley,,LOT 2 DP 345930,"$3,000.00 ",woodsman  freestanding log burner
58616,Christchurch,Waimate,13-Apr-16,160055,54 Parsonage Road   Waimate,54 Parsonage Road,,,,"$3,500.00 ",install new tarras mkiii log burner - no wetback connection
58619,Christchurch,Waitaki,13-Apr-16,2016-3213-1,"3 Dove Pl, Holmes Hill   Waitaki","3 Dove Pl, Holmes Hill",,,,"$4,500.00 ",disconnect and remove gas fire and reinstall new yunca wegj wood burner
58620,Christchurch,Waitaki,13-Apr-16,2016-3216-1,"66 Tyne St, South Hill   Waitaki","66 Tyne St, South Hill",,,,"$4,000.00 ",replace coal burner in lounge with a new freestandingwoodsman ecr novo wood burner.
58622,Christchurch,Waitaki,13-Apr-16,2016-3182-1,"39 Ritchie Rd, Dunback   Waitaki","39 Ritchie Rd, Dunback",,,,"$1,500.00 ",install metro wee rad solid fuel woodburner
58634,Otago,Clutha,14-Apr-16,BLD-2016-16392,76 Roberts Road Waitahuna  Clutha,76 Roberts Road,Waitahuna,,2860517100,"$5,000.00 ",install solid fuel heater - fisher denniston - f/s woodburner
58635,Otago,Clutha,14-Apr-16,BLD-2016-16391,1916 Manuka Gorge Highway Waitahuna  Clutha,1916 Manuka Gorge Highway,Waitahuna,,2860515400,"$5,000.00 ",install solid fuel heater - masport f3000 - f/s woodburner
58636,Otago,Clutha,14-Apr-16,BLD-2016-16393,12 Rea Street Lawrence  Clutha,12 Rea Street,Lawrence,,2856107200,"$5,000.00 ",install solid fuel heater - masport r 5000 l - f/s woodfire
58637,Otago,Clutha,14-Apr-16,BLD-2016-16394,7 Boyd Street Inch Clutha  Clutha,7 Boyd Street,Inch Clutha,,2804117300,"$4,500.00 ",install solid fuel heater - yunca monte base
58638,Otago,Clutha,14-Apr-16,BLD-2016-16390,69 Northumberland Street Tapanui  Clutha,69 Northumberland Street,Tapanui,,2857007701,"$3,500.00 ",install solid fuel heater - woodsman tarras mkiii - f/s woodburner
58639,Otago,Clutha,14-Apr-16,BLD-2016-16389,18 Irvine Street Lawrence  Clutha,18 Irvine Street,Lawrence,,2856119201,"$3,500.00 ",install solid fuel heater - woodsman tarras mk iii f/s woodburner
58640,Otago,Clutha,14-Apr-16,BLD-2016-16388,8 Colonsay Street Lawrence  Clutha,8 Colonsay Street,Lawrence,,2856128400,"$3,500.00 ",install solid fuel heater - woodsman tarras mk iii f/s woodburner
58651,Christchurch,Ashburton,14-Apr-16,BC0175/16,1134 Fords Road Ashburton District   Ashburton,1134 Fords Road Ashburton District,,,,"$310,000.00 ",3 bedroom dwelling with attached garage & logfire
58654,Christchurch,Ashburton,14-Apr-16,BC0275/16,1070 Maronan Ealing Road Ashburton District   Ashburton,1070 Maronan Ealing Road Ashburton District,,,,"$6,000.00 ",install a f/s contessa rv logfire in an alcove.
58656,Christchurch,Ashburton,14-Apr-16,BC0270/16,32 Orr Street Ashburton   Ashburton,32 Orr Street Ashburton,,,,"$5,000.00 ",install a f/s woodsman novo ecr logfire.
58657,Christchurch,Ashburton,14-Apr-16,BC0269/16,157 Victoria Street Ashburton   Ashburton,157 Victoria Street Ashburton,,,,"$4,600.00 ",install a f/s kent oxford logfire.
58659,Christchurch,Ashburton,14-Apr-16,BC0272/16,52 Carters Terrace Ashburton   Ashburton,52 Carters Terrace Ashburton,,,,"$3,300.00 ",install a f/s masport r5000 logfire.
58660,Christchurch,Ashburton,14-Apr-16,BC0268/16,75 Aitken Street Ashburton   Ashburton,75 Aitken Street Ashburton,,,,"$3,000.00 ","install a f/s yunca hobson logfire
contact tenant below when ready for inspection"
58661,Christchurch,Ashburton,14-Apr-16,BC0276/16,281 Cameron Street Ashburton   Ashburton,281 Cameron Street Ashburton,,,,"$3,000.00 ",install a f/s woodsman tasman mkii  logfire.
58681,Christchurch,Christchurch,14-Apr-16,BCN/2016/2923,12 Jacobs Street St Albans  Christchurch,12 Jacobs Street,St Albans,,Lot 97 DP 6614,"$8,900.00 ",dwelling alterations - installation of tropicair duo new freestanding woodburner cac 164316
58682,Christchurch,Christchurch,14-Apr-16,BCN/2016/2834,2/83 St Davids Street Lyttelton  Christchurch,2/83 St Davids Street,Lyttelton,,Flat 2 DP 69040 on Lot 1 DP 66056 having share in 1241 m2,"$6,000.00 ",alteration to dwelling - installation of warmington  studio stove -14  freestanding dry wood burner  cac 160215
58683,Christchurch,Christchurch,14-Apr-16,BCN/2016/2135,25 Walkers Road Lyttelton  Christchurch,25 Walkers Road,Lyttelton,,Lot 15 DP 21435,"$5,000.00 ","alteration to dwelling - installation of masport r1500, freestanding dry woodburner cac121119"
58684,Christchurch,Christchurch,14-Apr-16,BCN/2016/2079,53 Gregan Crescent Burnside  Christchurch,53 Gregan Crescent,Burnside,,Lot 256 DP 20125,"$5,000.00 ",alteration to dwelling alterations - installation of a masport hestia 2 clean air freestanding dry wood burner cac 110045
58685,Christchurch,Christchurch,14-Apr-16,BCN/2016/2962,79 Staveley Street Avonhead  Christchurch,79 Staveley Street,Avonhead,,Lot 9 DP 21301,"$5,000.00 ",alteration to dwelling - installation of metro eco smart inbuilt dry woodburner cac102426
58686,Christchurch,Christchurch,14-Apr-16,BCN/2016/2891,83 Hamilton Avenue Ilam  Christchurch,83 Hamilton Avenue,Ilam,,Lot 5 DP 14779,"$4,500.00 ",alteration to dwelling - installation of masport le4000 dry insert woodburner - cac0751591
58689,Christchurch,Christchurch,14-Apr-16,BCN/2016/2939,492 Ilam Road Bryndwr  Christchurch,492 Ilam Road,Bryndwr,,Lot 3 DP 19562,"$4,500.00 ",alteration to dwelling - installation of a masport bannockburn i2000 fireplace insert dry wood burner cac154102
58690,Christchurch,Christchurch,14-Apr-16,BCN/2016/2928,26 Esperance Street St Albans  Christchurch,26 Esperance Street,St Albans,,Lot 11 DP 17857,"$3,500.00 ","alteration to dwelling - installation of woodsman ecr novo, freestanding, dry, woodburner, cac153733"
58691,Christchurch,Christchurch,14-Apr-16,BCN/2016/2866,90 Oakhampton Street Hornby  Christchurch,90 Oakhampton Street,Hornby,,Lot 12 DP 33480,"$1,600.00 ","alteration to dwelling - installation of a masport r1500, freestanding dry woodburner cac121119"
58695,Christchurch,Christchurch,14-Apr-16,BCN/2016/2452/A,1/81 Antigua Street Addington  Christchurch,1/81 Antigua Street,Addington,,Flat 1 DP 59345 on Lot 1 DP 59082 having share in 1016 m2,$100.00 ,amendment 1 - change fire appliance to metro xtreme ped freestanding dry woodburner cac141808
58699,Christchurch,Timaru,14-Apr-16,00000370  2016,89 Otipua Road Timaru 7910  Timaru,89 Otipua Road,Timaru 7910,,LOT: 4 DP: 14972,"$2,500.00 ",install metro smart insert inbuilt woodburner
58700,Christchurch,Timaru,14-Apr-16,00000304  2016,29 Wilson Street Timaru 7910  Timaru,29 Wilson Street,Timaru 7910,,Lot: 1 DP: 28953,"$2,500.00 ",install pyroclassic iv freestanding woodburner
58703,Christchurch,Waimakariri,14-Apr-16,BC160218,523 No 10 Road Eyreton  Waimakariri,523 No 10 Road,Eyreton,,Lot 9 DP 460445,"$480,000.00 ",dwelling with attached garage and log burner
58708,Christchurch,Waitaki,14-Apr-16,2016-3222-1,"24 Arthur St, Holmes Hill   Waitaki","24 Arthur St, Holmes Hill",,,,"$4,000.00 ",installation of a jayline ss280p free-standing woodburner
58709,Christchurch,Waitaki,14-Apr-16,2016-3221-1,"329 Kaik Rd, Waitaki Bridge $ 3,000   Waitaki","329 Kaik Rd, Waitaki Bridge $ 3,000",,,,"$3,000.00 ",crib 1 installation of woodsman ecr novo free-standing wood burner
58735,Christchurch,Christchurch,15-Apr-16,BCN/2016/2836,33 Te Maru Place Redwood  Christchurch,33 Te Maru Place,Redwood,,Lot 30 DP 43431,"$6,000.00 ","alteration to dwelling - installation of metro wee rad woody,  freestanding wetback woodburner cac162663"
58736,Christchurch,Christchurch,15-Apr-16,BCN/2016/3017,215 Marine Drive Diamond Harbour  Christchurch,215 Marine Drive,Diamond Harbour,,Lot 1 DP 44338,"$5,500.00 ",alteration to dwelling - installation of a warmington studio stove-14 freestanding dry wood burner cac160215
58738,Christchurch,Christchurch,15-Apr-16,BCN/2016/3043,42 Oakland Street Papanui  Christchurch,42 Oakland Street,Papanui,,Lot 6 DP 19437,"$5,000.00 ",alteration to dwelling - installation of a woodsman totara fireplace  insert dry  wood burner cac110220
58739,Christchurch,Christchurch,15-Apr-16,BCN/2016/3045,38 Guildford Street Burnside  Christchurch,38 Guildford Street,Burnside,,Lot 3 DP 21239,"$5,000.00 ","alteration to dwelling - installation of woodsman totara, insert, dry, woodburner, cac110220"
58740,Christchurch,Christchurch,15-Apr-16,BCN/2016/3046,56 Torlesse Street Avonside  Christchurch,56 Torlesse Street,Avonside,,Lot 24 DP 15119,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
58741,Christchurch,Christchurch,15-Apr-16,BCN/2016/3047,21 Primrose Street Papanui  Christchurch,21 Primrose Street,Papanui,,Lot 70 DP 17738,"$5,000.00 ","alteration to dwelling - installation of a woodsman totara, insert dry woodburner cac110220"
58742,Christchurch,Christchurch,15-Apr-16,BCN/2016/2870,15 Eglinton Street Avondale  Christchurch,15 Eglinton Street,Avondale,,Lot 3 DP 24667,"$3,600.00 ","alteration to dwelling - installation of woodsman totara, inbuilt dry  woodburner cac110220"
58743,Christchurch,Christchurch,15-Apr-16,BCN/2016/3033,19 Onuku Road Akaroa  Christchurch,19 Onuku Road,Akaroa,,Flat 1 DP 53499 on Lot 1 DP 39601 having share in 632 m2,"$3,000.00 ",alteration to dwelling - installation of masport r1500ws freestanding woodburner dry cac121119
58752,Christchurch,Hurunui,15-Apr-16,160119,"52 Terako Terrace, Mt Lyford (Pte Road)   Hurunui","52 Terako Terrace, Mt Lyford (Pte Road)",,,LOT 52 DP 53395,"$5,000.00 ",woodburner - woodsman bruner mkii
58761,Christchurch,Waimakariri,15-Apr-16,BC160358,820 Two Chain Road Swannanoa  Waimakariri,820 Two Chain Road,Swannanoa,,LOT 1 DP 385565,"$3,000.00 ",metro  inbuilt log burner
58762,Christchurch,Waimakariri,15-Apr-16,BC160414,49 A Ashley Street Rangiora  Waimakariri,49 A Ashley Street,Rangiora,,LOT 2 DP 18999 LOT 3 DP 61724 BLK VI RANGIORA SD,"$3,000.00 ",jayline is550 inbuilt log burner clean air 141268
58763,Christchurch,Waimakariri,15-Apr-16,BC160349,145 B East Belt Rangiora  Waimakariri,145 B East Belt,Rangiora,,LOT 3 DP 81983 SUBJ TO & WITH INT IN R/W  BLK VI RANGIORA SD  - SUBJ TO R/W,"$3,000.00 ",metro   freestanding log burner
58764,Christchurch,Waimakariri,15-Apr-16,BC160445,55 A Fairweather Crescent Kaiapoi  Waimakariri,55 A Fairweather Crescent,Kaiapoi,,FLAT 2 DP 67677 ON LOT 197 DP 63619 HAVING 1/2 INT IN 808 SQ  METRES WITH INTIN R/W OVER LOTS 198-199 DP 63619   PREVIOU,"$3,000.00 ",yunca hobson freestanding log burner
58765,Christchurch,Waimakariri,15-Apr-16,BC160379,22 Parkinson Place Woodend  Waimakariri,22 Parkinson Place,Woodend,,LOT 44 DP 301646,"$3,000.00 ",metro   freestanding log burner
58766,Christchurch,Waimakariri,15-Apr-16,BC160372,12 Manchester Place Rangiora  Waimakariri,12 Manchester Place,Rangiora,,LOT 6 DP 20553,"$3,000.00 ",woodsman  freestanding log burner
58769,Christchurch,Waitaki,15-Apr-16,2016-3223-1,"31 Tyne St, South Hill   Waitaki","31 Tyne St, South Hill",,,,"$5,000.00 ",installation of a warmington studio woodburner and installation ofa masport r10000 woodburner
58794,Christchurch,Ashburton,18-Apr-16,BC0279/16,83 Middle Road Ashburton   Ashburton,83 Middle Road Ashburton,,,,"$4,750.00 ",install a f/s masport hestia 2 logfire.
58795,Christchurch,Ashburton,18-Apr-16,BC0283/16,274 Osborns Road Ashburton District   Ashburton,274 Osborns Road Ashburton District,,,,"$4,700.00 ",install a f/s woodsman tasman mk ii logfire on wetback
58796,Christchurch,Ashburton,18-Apr-16,BC0285/16,1737 Boundary Road Ashburton District   Ashburton,1737 Boundary Road Ashburton District,,,,"$4,300.00 ",install a f/s firenzo lady kitchener rural leg logfire.
58797,Christchurch,Ashburton,18-Apr-16,BC0284/16,61 Harland Street Tinwald   Ashburton,61 Harland Street Tinwald,,,,"$3,000.00 ",install a f/s masport osburn 1600 logfire
58798,Christchurch,Ashburton,18-Apr-16,BC0281/16,7 Cavendish Street Ashburton   Ashburton,7 Cavendish Street Ashburton,,,,"$2,800.00 ",install a f/s woodsman tarras mk iii logfire
